# theta phi range e3 ex4
8.669023599999999874e+01 2.328828530000000114e+02 6.335330900000000298e+01 1.288804999999999978e+00 4.507880000000000220e-01
8.756152500000000316e+01 1.372862800000000050e+02 4.364328600000000336e+01 8.063489999999999824e-01 1.810150000000000092e-01
8.843213599999999985e+01 3.352800530000000094e+02 5.747709199999999896e+01 1.145642999999999967e+00 -6.436929999999999596e-01
8.756024399999999730e+01 3.313222020000000043e+02 3.840444200000000308e+01 6.798589999999999911e-01 2.566680000000000073e-01
8.755108300000000554e+01 8.392628999999999451e+00 4.328334399999999960e+01 7.975919999999999677e-01 1.923650000000000082e-01
8.788210499999999570e+01 2.086698859999999911e+02 3.881533100000000047e+01 6.896930000000000005e-01 8.319699999999999318e-02
8.776814600000000155e+01 1.944133239999999887e+02 4.345302600000000126e+01 8.017189999999999594e-01 6.764499999999999680e-02
8.859472399999999936e+01 3.040956239999999866e+02 5.021945600000000098e+01 9.673629999999999729e-01 -5.654339999999999922e-01
8.736173599999999340e+01 1.394709300000000098e+02 5.597504800000000103e+01 1.108813999999999966e+00 1.023789999999999978e-01
8.690362500000000523e+01 3.365318200000000104e+01 3.121177799999999891e+01 5.110489999999999755e-01 6.336910000000000043e-01
8.822527900000000045e+01 4.010701199999999744e+01 4.919981899999999797e+01 9.423110000000000097e-01 -3.140919999999999823e-01
8.638651799999999525e+01 2.038511880000000076e+02 4.951040400000000119e+01 9.499400000000000066e-01 8.049819999999999753e-01
8.876758599999999433e+01 1.327326769999999954e+02 4.782992699999999786e+01 9.086870000000000225e-01 -6.088179999999999703e-01
8.771577000000000623e+01 1.261984299999999948e+01 4.430152999999999963e+01 8.223829999999999751e-01 8.294600000000000584e-02
8.959447400000000528e+01 3.320760599999999840e+02 3.325596300000000127e+01 5.582979999999999610e-01 -6.374729999999999563e-01
8.900090299999999388e+01 2.120460209999999961e+02 4.263689000000000107e+01 7.818859999999999699e-01 -6.039989999999999526e-01
8.729225800000000390e+01 1.462654699999999934e+02 5.242368799999999851e+01 1.021554000000000073e+00 2.057670000000000055e-01
8.926903699999999731e+01 3.409281409999999823e+02 3.980229299999999881e+01 7.133819999999999606e-01 -6.697450000000000347e-01
8.715301599999999382e+01 9.924182000000000059e+00 5.577297599999999989e+01 1.103855000000000031e+00 2.436069999999999902e-01
8.762567799999999352e+01 1.951979699999999980e+02 4.252070700000000159e+01 7.790660000000000363e-01 1.623950000000000116e-01
8.693944700000000125e+01 3.077663630000000126e+02 5.237321599999999933e+01 1.020313000000000025e+00 4.304470000000000240e-01
8.770287500000000591e+01 5.997926400000000058e+01 4.802952599999999705e+01 9.135830000000000339e-01 2.576900000000000024e-02
8.673294900000000496e+01 5.530176500000000317e+01 4.006655700000000309e+01 7.197409999999999641e-01 6.750129999999999741e-01
8.822547199999999634e+01 3.010830359999999928e+02 4.109527800000000042e+01 7.445500000000000451e-01 -1.412779999999999869e-01
8.811561299999999619e+01 3.411029730000000200e+02 2.961460599999999843e+01 4.746119999999999783e-01 1.125160000000000049e-01
8.695328299999999899e+01 1.878662209999999959e+02 4.695367799999999647e+01 8.872069999999999679e-01 4.884450000000000180e-01
8.918674000000000035e+01 1.738155600000000049e+02 4.166200299999999856e+01 7.582550000000000123e-01 -6.791970000000000507e-01
8.653725300000000686e+01 3.207964989999999830e+02 5.377773599999999732e+01 1.054843999999999893e+00 6.712630000000000541e-01
8.804903600000000097e+01 2.109161510000000135e+02 5.361315199999999948e+01 1.050797999999999899e+00 -3.007299999999999973e-01
8.810192100000000437e+01 3.382541370000000143e+02 4.267593699999999757e+01 7.828340000000000298e-01 -1.048800000000000010e-01
8.888254100000000335e+01 1.891861120000000085e+02 4.825323099999999954e+01 9.190720000000000001e-01 -6.893240000000000478e-01
8.600171400000000688e+01 2.212123080000000073e+02 5.534696000000000282e+01 1.093396000000000035e+00 1.006061000000000094e+00
8.706276599999999632e+01 2.294759270000000129e+02 5.740601000000000198e+01 1.143901999999999974e+00 2.786699999999999733e-01
8.623155099999999607e+01 1.997664859999999862e+02 4.690069900000000302e+01 8.859099999999999753e-01 9.155750000000000277e-01
8.793559500000000639e+01 3.427203230000000076e+02 3.816904600000000158e+01 6.742329999999999712e-01 6.604899999999999660e-02
8.834843999999999653e+01 2.321962350000000015e+02 4.632204200000000327e+01 8.717409999999999881e-01 -3.230939999999999923e-01
8.446019800000000544e+01 1.917804859999999962e+02 2.908675099999999958e+01 4.626700000000000257e-01 1.680198000000000080e+00
9.003234899999999641e+01 1.381695290000000114e+02 3.758248400000000089e+01 6.602390000000000203e-01 -9.958320000000000505e-01
8.826839499999999816e+01 1.654202549999999974e+02 3.771345800000000281e+01 6.633599999999999497e-01 -9.686500000000000665e-02
8.693150799999999379e+01 3.421233110000000011e+02 5.473557900000000132e+01 1.078381000000000034e+00 4.040560000000000263e-01
8.620644699999999716e+01 1.682867990000000020e+02 3.857497800000000154e+01 6.839380000000000459e-01 9.575649999999999995e-01
8.865354800000000068e+01 4.409764000000000017e+00 4.494207800000000219e+01 8.380090000000000039e-01 -4.676540000000000141e-01
8.789195599999999331e+01 3.635277399999999659e+01 3.537330800000000153e+01 6.078860000000000374e-01 1.320260000000000045e-01
8.856010700000000213e+01 1.548648819999999944e+02 2.915855499999999978e+01 4.642919999999999825e-01 -7.153600000000000236e-02
8.747762199999999666e+01 3.467999570000000062e+02 3.172402800000000056e+01 5.228270000000000417e-01 3.714279999999999804e-01
8.665351900000000285e+01 1.257559499999999986e+01 5.133961500000000200e+01 9.948989999999999778e-01 6.228869999999999685e-01
8.739751200000000608e+01 3.246704839999999876e+02 4.660494500000000073e+01 8.786659999999999471e-01 2.307980000000000032e-01
8.751163599999999576e+01 3.497208590000000186e+02 4.649988900000000314e+01 8.760940000000000394e-01 1.652399999999999980e-01
9.601896399999999687e+01 1.992147760000000005e+02 2.840219700000000103e+01 4.472599999999999909e-01 -3.191269000000000133e+00
8.899074400000000651e+01 1.285803300000000071e+01 5.757387800000000055e+01 1.148012999999999950e+00 -1.022555000000000103e+00
8.783298499999999365e+01 3.181620669999999791e+02 5.045305499999999910e+01 9.731039999999999690e-01 -9.891099999999999892e-02
8.749242099999999311e+01 6.125323099999999954e+01 5.745156000000000063e+01 1.145016999999999951e+00 -1.089900000000000070e-02
8.864753699999999981e+01 3.215133549999999900e+02 3.581343300000000340e+01 6.182689999999999575e-01 -2.481260000000000132e-01
8.627980800000000272e+01 3.024736619999999903e+02 4.718571800000000138e+01 8.928930000000000478e-01 8.853689999999999616e-01
8.652861699999999701e+01 3.371348699999999781e+02 3.002780299999999869e+01 4.839959999999999818e-01 8.003010000000000401e-01
8.637194900000000075e+01 1.347753380000000050e+02 6.267165899999999823e+01 1.272294999999999954e+00 6.855050000000000310e-01
8.729301300000000197e+01 1.666228670000000136e+02 3.348633099999999985e+01 5.636619999999999964e-01 4.419009999999999883e-01
9.020841000000000065e+01 1.690169380000000103e+02 2.769636099999999956e+01 4.314649999999999874e-01 -7.260729999999999684e-01
8.641683000000000447e+01 1.512920199999999937e+01 4.401684099999999944e+01 8.154449999999999754e-01 8.245500000000000052e-01
8.768902599999999836e+01 1.663592679999999859e+02 3.709700600000000037e+01 6.486849999999999561e-01 2.083720000000000017e-01
9.255835399999999424e+01 2.080477539999999976e+02 3.443859900000000351e+01 5.859189999999999676e-01 -2.100665999999999922e+00
8.837276099999999701e+01 1.495225900000000081e+02 4.034907900000000325e+01 7.265449999999999964e-01 -2.052279999999999938e-01
8.678728499999999713e+01 5.138341499999999940e+01 5.709087399999999946e+01 1.136179999999999968e+00 4.678840000000000221e-01
8.724475599999999531e+01 5.006133899999999670e+01 5.182998700000000269e+01 1.006955999999999962e+00 2.450269999999999948e-01
8.956759300000000223e+01 1.598730879999999956e+02 4.186945599999999956e+01 7.632780000000000120e-01 -8.944809999999999706e-01
8.892380900000000565e+01 3.105759830000000079e+02 3.993990699999999805e+01 7.166930000000000245e-01 -4.899249999999999994e-01
8.830730300000000454e+01 3.171356670000000122e+02 4.201789300000000082e+01 7.668730000000000269e-01 -2.051129999999999898e-01
8.855776199999999676e+01 2.195151869999999974e+02 4.715087700000000126e+01 8.920390000000000263e-01 -4.662939999999999863e-01
8.827142600000000527e+01 3.462094809999999825e+02 4.496061600000000169e+01 8.384610000000000118e-01 -2.480870000000000020e-01
8.771970699999999965e+01 2.153003439999999955e+02 3.289299599999999657e+01 5.498610000000000442e-01 2.477969999999999895e-01
8.731688300000000424e+01 1.722455769999999973e+02 3.426472199999999901e+01 5.818449999999999456e-01 4.239419999999999855e-01
8.769286499999999762e+01 3.236314169999999990e+02 3.940096299999999729e+01 7.037379999999999747e-01 1.733560000000000101e-01
8.627935100000000546e+01 1.446524799999999971e+02 3.086408099999999877e+01 5.030799999999999716e-01 9.126210000000000155e-01
8.787378200000000561e+01 3.142765660000000025e+02 3.553819399999999717e+01 6.117730000000000112e-01 1.384960000000000080e-01
8.525961300000000165e+01 2.414831099999999964e+01 3.782561799999999863e+01 6.660350000000000437e-01 1.442784000000000066e+00
8.712139100000000269e+01 2.098789150000000063e+02 4.323844400000000121e+01 7.964999999999999858e-01 4.339999999999999969e-01
8.778323699999999974e+01 1.527298069999999939e+02 3.783457500000000095e+01 6.662479999999999514e-01 1.497310000000000030e-01
8.892296000000000333e+01 1.586907549999999958e+02 3.218802500000000322e+01 5.335320000000000062e-01 -2.964939999999999798e-01
8.702991000000000099e+01 3.136800240000000031e+02 3.711314600000000041e+01 6.490690000000000071e-01 5.418030000000000346e-01
8.755955699999999808e+01 2.232981220000000064e+02 4.676306499999999744e+01 8.825380000000000447e-01 1.327669999999999961e-01
8.825957900000000222e+01 1.654530310000000100e+02 4.347327299999999894e+01 8.022120000000000362e-01 -2.094090000000000118e-01
8.704458099999999376e+01 3.464006079999999770e+02 4.920042899999999975e+01 9.423259999999999970e-01 4.062359999999999860e-01
8.945745200000000352e+01 1.727304220000000043e+02 3.197523999999999944e+01 5.286189999999999500e-01 -5.359199999999999520e-01
8.911761199999999405e+01 3.535189270000000192e+02 4.751394799999999918e+01 9.009390000000000454e-01 -8.094529999999999781e-01
8.636967300000000591e+01 3.305143980000000283e+02 5.448766499999999979e+01 1.072289999999999965e+00 7.727450000000000152e-01
8.730913999999999930e+01 2.342120500000000050e+01 2.837879699999999872e+01 4.467349999999999932e-01 4.682990000000000208e-01
8.989225100000000168e+01 3.528991710000000239e+02 3.586701099999999798e+01 6.195340000000000291e-01 -8.655659999999999465e-01
8.678745600000000593e+01 1.331009270000000129e+02 4.107949800000000096e+01 7.441689999999999694e-01 6.385819999999999830e-01
8.725391000000000474e+01 1.547809230000000014e+02 4.689421000000000106e+01 8.857509999999999550e-01 3.113830000000000209e-01
8.651313500000000545e+01 2.128916399999999953e+02 3.671330700000000036e+01 6.395720000000000294e-01 8.043740000000000334e-01
8.658872200000000419e+01 1.609051330000000064e+02 3.648556200000000160e+01 6.341710000000000402e-01 7.671750000000000513e-01
8.882908899999999619e+01 2.238826770000000010e+02 4.350322299999999842e+01 8.029399999999999871e-01 -5.309629999999999628e-01
8.647157900000000552e+01 1.374473729999999989e+02 5.500101699999999738e+01 1.084900999999999893e+00 7.012650000000000272e-01
8.831439199999999801e+01 1.449836479999999881e+02 5.031625400000000070e+01 9.697419999999999929e-01 -3.942970000000000086e-01
8.885760700000000156e+01 3.209973880000000008e+02 2.628385199999999955e+01 4.001600000000000157e-01 -1.389690000000000092e-01
8.611456699999999387e+01 2.267856610000000046e+02 5.498363799999999912e+01 1.084473999999999938e+00 9.348049999999999971e-01
8.807993999999999346e+01 1.292944479999999885e+02 5.375309699999999680e+01 1.054238000000000008e+00 -3.237240000000000117e-01
8.718983000000000061e+01 1.357578949999999907e+02 4.923678799999999711e+01 9.432190000000000296e-01 3.171459999999999835e-01
8.755362399999999923e+01 3.518859909999999900e+02 3.073308499999999910e+01 5.000820000000000265e-01 3.461620000000000252e-01
8.865090100000000461e+01 3.259480780000000095e+02 3.819902600000000348e+01 6.749490000000000212e-01 -3.039430000000000187e-01
8.954009000000000640e+01 3.334571799999999797e+01 3.735188099999999878e+01 6.547469999999999679e-01 -7.370430000000000037e-01
8.664493500000000381e+01 3.132070200000000000e+02 4.519013700000000000e+01 8.440659999999999830e-01 6.859189999999999454e-01
8.768467400000000112e+01 2.213646800000000070e+01 3.238815199999999805e+01 5.381599999999999717e-01 2.699280000000000013e-01
8.800319199999999853e+01 5.507812400000000252e+01 5.589204500000000309e+01 1.106776999999999900e+00 -3.203639999999999821e-01
8.777819100000000674e+01 2.131374690000000101e+02 4.357717600000000147e+01 8.047400000000000109e-01 5.986699999999999661e-02
8.639755599999999447e+01 5.151256699999999711e+01 4.054210400000000192e+01 7.311980000000000146e-01 8.519010000000000193e-01
8.818500899999999376e+01 3.439463319999999840e+02 3.543736299999999773e+01 6.093950000000000200e-01 -1.274600000000000039e-02
8.773207899999999881e+01 1.988573660000000132e+02 3.889255399999999696e+01 6.915430000000000188e-01 1.603549999999999975e-01
8.679301499999999692e+01 3.005440039999999726e+02 5.671012600000000248e+01 1.126846000000000014e+00 4.690440000000000165e-01
8.650995199999999841e+01 3.291595040000000267e+02 4.320025199999999899e+01 7.955719999999999459e-01 7.769399999999999640e-01
8.926709099999999353e+01 3.315397259999999733e+02 2.832642600000000144e+01 4.455600000000000116e-01 -3.531250000000000222e-01
8.774544199999999705e+01 3.905687700000000007e+01 6.078353700000000259e+01 1.226415999999999951e+00 -2.487860000000000071e-01
8.745132599999999456e+01 3.694136900000000168e+01 6.710212699999999586e+01 1.379007000000000094e+00 -1.631910000000000027e-01
8.742303599999999619e+01 1.506200650000000110e+02 5.235870599999999797e+01 1.019957000000000003e+00 1.237990000000000063e-01
8.637953899999999408e+01 3.066058120000000145e+02 3.084809999999999874e+01 5.027139999999999942e-01 8.679740000000000233e-01
8.928995500000000618e+01 1.142930300000000088e+01 3.712851799999999969e+01 6.494339999999999558e-01 -6.033129999999999882e-01
8.775708799999999599e+01 3.010018900000000031e+01 4.762615100000000012e+01 9.036899999999999933e-01 5.519999999999999733e-04
8.928682399999999575e+01 3.374877619999999752e+02 4.198971399999999932e+01 7.661909999999999554e-01 -7.437500000000000222e-01
8.739034100000000649e+01 3.394955649999999991e+02 5.004843100000000078e+01 9.631589999999999874e-01 1.819759999999999989e-01
8.747545100000000673e+01 3.353801599999999894e+02 5.432773600000000158e+01 1.068359999999999976e+00 5.634999999999999731e-02
8.661524699999999655e+01 1.533059609999999964e+02 4.627369000000000199e+01 8.705580000000000540e-01 6.942000000000000393e-01
8.809883299999999906e+01 5.131603499999999940e+01 3.275597799999999893e+01 5.466809999999999725e-01 7.322800000000000142e-02
8.592429900000000487e+01 1.505907430000000033e+02 5.002209100000000319e+01 9.625120000000000342e-01 1.085520999999999958e+00
8.825632099999999980e+01 1.578489079999999944e+02 3.505187800000000209e+01 6.003190000000000470e-01 -4.068399999999999794e-02
8.840361300000000710e+01 3.348861989999999764e+02 4.252902600000000177e+01 7.792679999999999607e-01 -2.694509999999999961e-01
8.821298000000000172e+01 2.188746209999999905e+02 5.097984199999999788e+01 9.860539999999999861e-01 -3.464260000000000117e-01
8.640018399999999588e+01 4.310651800000000122e+01 3.948899699999999768e+01 7.058529999999999527e-01 8.542459999999999498e-01
8.816352399999999534e+01 2.062773200000000173e+01 3.004905199999999965e+01 4.844789999999999930e-01 8.535900000000000432e-02
